session_id,participant_uuid,task_number,task_name,assigned_ai_type,assigned_persona,status,duration_minutes,started_at,completed_at
501,participant_084,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,46,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
502,participant_084,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,45,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
503,participant_084,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,40,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
504,participant_084,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-24T11:18:36.692241,2025-10-24T11:18:36.692241
505,participant_085,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
506,participant_085,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,46,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
507,participant_085,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,48,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
508,participant_085,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,53,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
509,participant_085,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,42,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
510,participant_085,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,47,2025-10-08T11:18:36.692366,2025-10-08T11:18:36.692366
511,participant_086,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
512,participant_086,2,Voting System - Basit oylama mekanizması,Similar,Burak - Blockchain Specialist,Completed,35,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
513,participant_086,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,47,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
514,participant_086,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,48,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
515,participant_086,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,55,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
516,participant_086,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,35,2025-10-06T11:18:36.692473,2025-10-06T11:18:36.692473
517,participant_087,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,54,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
518,participant_087,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,43,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
519,participant_087,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,43,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
520,participant_087,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,45,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
521,participant_087,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,37,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
522,participant_087,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,35,2025-09-18T11:18:36.692584,2025-09-18T11:18:36.692584
523,participant_088,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,50,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
524,participant_088,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,45,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
525,participant_088,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,51,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
526,participant_088,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,49,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
527,participant_088,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,46,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
528,participant_088,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,51,2025-09-20T11:18:36.692696,2025-09-20T11:18:36.692696
529,participant_089,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Öğretmen Zeynep - Practical,Completed,46,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
530,participant_089,2,Voting System - Basit oylama mekanizması,Complementary,Mentor Fatma - Supportive,Completed,54,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
531,participant_089,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Öğretmen Zeynep - Practical,Completed,47,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
532,participant_089,4,NFT Minting - ERC721 benzeri NFT,Complementary,Mentor Fatma - Supportive,Completed,39,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
533,participant_089,5,Staking Contract - Token stake etme,Complementary,Mentor Fatma - Supportive,Completed,54,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
534,participant_089,6,Auction System - Açık artırma sistemi,Similar,Öğretmen Zeynep - Practical,Completed,47,2025-08-12T11:18:36.692804,2025-08-12T11:18:36.692804
535,participant_090,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,46,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
536,participant_090,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,50,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
537,participant_090,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,42,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
538,participant_090,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,38,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
539,participant_090,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,42,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
540,participant_090,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,38,2025-10-26T11:18:36.692916,2025-10-26T11:18:36.692916
541,participant_091,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,36,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
542,participant_091,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,35,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
543,participant_091,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,45,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
544,participant_091,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,41,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
545,participant_091,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,55,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
546,participant_091,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-21T11:18:36.693024,2025-10-21T11:18:36.693024
547,participant_092,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,40,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
548,participant_092,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
549,participant_092,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,40,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
550,participant_092,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,35,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
551,participant_092,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,42,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
552,participant_092,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,39,2025-09-29T11:18:36.693127,2025-09-29T11:18:36.693127
553,participant_093,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,49,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
554,participant_093,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,52,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
555,participant_093,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
556,participant_093,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,46,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
557,participant_093,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,44,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
558,participant_093,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,54,2025-10-11T11:18:36.693242,2025-10-11T11:18:36.693242
559,participant_094,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Burak - Blockchain Specialist,Completed,48,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
560,participant_094,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,40,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
561,participant_094,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,47,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
562,participant_094,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,40,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
563,participant_094,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,35,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
564,participant_094,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,40,2025-11-04T11:18:36.693349,2025-11-04T11:18:36.693349
565,participant_095,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,55,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
566,participant_095,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,40,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
567,participant_095,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,39,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
568,participant_095,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,38,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
569,participant_095,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,35,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
570,participant_095,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,38,2025-08-12T11:18:36.693457,2025-08-12T11:18:36.693457
571,participant_096,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,38,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
572,participant_096,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,42,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
573,participant_096,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,52,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
574,participant_096,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,50,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
575,participant_096,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,41,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
576,participant_096,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,51,2025-09-23T11:18:36.693564,2025-09-23T11:18:36.693564
577,participant_097,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Deniz - DApp Architect,Completed,44,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
578,participant_097,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,39,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
579,participant_097,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Elif - Security Aware,Completed,54,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
580,participant_097,4,NFT Minting - ERC721 benzeri NFT,Complementary,Deniz - DApp Architect,Completed,41,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
581,participant_097,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,41,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
582,participant_097,6,Auction System - Açık artırma sistemi,Similar,Elif - Security Aware,Completed,47,2025-09-27T11:18:36.693671,2025-09-27T11:18:36.693671
583,participant_098,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,41,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
584,participant_098,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,53,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
585,participant_098,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,41,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
586,participant_098,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,36,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
587,participant_098,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,38,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
588,participant_098,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,36,2025-10-02T11:18:36.693779,2025-10-02T11:18:36.693779
589,participant_099,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,52,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
590,participant_099,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,40,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
591,participant_099,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
592,participant_099,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
593,participant_099,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,42,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
594,participant_099,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,44,2025-08-18T11:18:36.693885,2025-08-18T11:18:36.693885
595,participant_100,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,42,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
596,participant_100,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,53,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
597,participant_100,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
598,participant_100,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,38,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
599,participant_100,5,Staking Contract - Token stake etme,Similar,Deniz - DApp Architect,Completed,48,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
600,participant_100,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,50,2025-10-05T11:18:36.693994,2025-10-05T11:18:36.693994
601,participant_101,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,52,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
602,participant_101,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
603,participant_101,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,36,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
604,participant_101,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
605,participant_101,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,51,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
606,participant_101,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,35,2025-10-06T11:18:36.694103,2025-10-06T11:18:36.694103
607,participant_102,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,50,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
608,participant_102,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,46,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
609,participant_102,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
610,participant_102,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,49,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
611,participant_102,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,45,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
612,participant_102,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,51,2025-10-26T11:18:36.694213,2025-10-26T11:18:36.694213
613,participant_103,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,41,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
614,participant_103,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,53,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
615,participant_103,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,49,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
616,participant_103,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,54,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
617,participant_103,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,52,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
618,participant_103,6,Auction System - Açık artırma sistemi,Similar,Prof. Mehmet - Academic,Completed,46,2025-11-06T11:18:36.694319,2025-11-06T11:18:36.694319
619,participant_104,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,43,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
620,participant_104,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,49,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
621,participant_104,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,52,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
622,participant_104,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,46,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
623,participant_104,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,46,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
624,participant_104,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,55,2025-09-02T11:18:36.694424,2025-09-02T11:18:36.694424
625,participant_105,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,55,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
626,participant_105,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,47,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
627,participant_105,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,44,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
628,participant_105,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,50,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
629,participant_105,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,53,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
630,participant_105,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,42,2025-09-24T11:18:36.694529,2025-09-24T11:18:36.694529
631,participant_106,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,35,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
632,participant_106,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,38,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
633,participant_106,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,47,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
634,participant_106,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,53,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
635,participant_106,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,38,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
636,participant_106,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,48,2025-11-05T11:18:36.694641,2025-11-05T11:18:36.694641
637,participant_107,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Öğretmen Zeynep - Practical,Completed,35,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
638,participant_107,2,Voting System - Basit oylama mekanizması,Similar,Öğretmen Zeynep - Practical,Completed,42,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
639,participant_107,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Mentor Fatma - Supportive,Completed,39,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
640,participant_107,4,NFT Minting - ERC721 benzeri NFT,Complementary,Mentor Fatma - Supportive,Completed,35,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
641,participant_107,5,Staking Contract - Token stake etme,Similar,Öğretmen Zeynep - Practical,Completed,39,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
642,participant_107,6,Auction System - Açık artırma sistemi,Complementary,Mentor Fatma - Supportive,Completed,52,2025-10-18T11:18:36.694748,2025-10-18T11:18:36.694748
643,participant_108,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,55,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
644,participant_108,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,47,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
645,participant_108,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,47,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
646,participant_108,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
647,participant_108,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,43,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
648,participant_108,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,52,2025-10-21T11:18:36.694859,2025-10-21T11:18:36.694859
649,participant_109,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,51,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
650,participant_109,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,54,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
651,participant_109,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,50,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
652,participant_109,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,35,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
653,participant_109,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,42,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
654,participant_109,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,46,2025-11-07T11:18:36.694963,2025-11-07T11:18:36.694963
655,participant_110,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,36,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
656,participant_110,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
657,participant_110,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,52,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
658,participant_110,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,43,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
659,participant_110,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,54,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
660,participant_110,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,49,2025-08-20T11:18:36.695078,2025-08-20T11:18:36.695078
661,participant_111,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,51,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
662,participant_111,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,35,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
663,participant_111,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,39,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
664,participant_111,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,43,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
665,participant_111,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,47,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
666,participant_111,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,51,2025-10-20T11:18:36.695184,2025-10-20T11:18:36.695184
